Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule_ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Randomise questionnaire elements?,e1,e1-quantised,a1r,a1r-quantised,c1,c1-quantised,n1,n1-quantised,o1,o1-quantised,e2r,e2r-quantised,a2,a2-quantised,c2r,c2r-quantised,n2r,n2r-quantised,o2,o2-quantised,e3,e3-quantised,a3r,a3r-quantised,c3,c3-quantised,n3,n3-quantised,o3,o3-quantised,e4,e4-quantised,a4,a4-quantised,c4r,c4r-quantised,n4,n4-quantised,o4,o4-quantised,e5r,e5r-quantised,a5,a5-quantised,c5r,c5r-quantised,n5r,n5r-quantised,o5,o5-quantised,e6,e6-quantised,a6r,a6r-quantised,c6,c6-quantised,n6,n6-quantised,o6,o6-quantised,e7r,e7r-quantised,a7,a7-quantised,c7,c7-quantised,n7r,n7r-quantised,o7r,o7r-quantised,e8,e8-quantised,a8r,a8r-quantised,c8,c8-quantised,n8,n8-quantised,o8,o8-quantised,o9r,o9r-quantised,a9,a9-quantised,c9r,c9r-quantised,o10,o10-quantised,END QUESTIONNAIRE
1,1.6718E+12,23/12/2022 12:28:47,1.6718E+12,1,23/12/2022 13:28:47,13764,4,questionnaire-7tij,,26107096,BLIND,7707986,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x737,,,,The Big Five Inventory (BFI) ,2,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,214197
1,1.67172E+12,22/12/2022 14:00:59,1.67172E+12,0,22/12/2022 14:00:58,13764,4,questionnaire-7tij,,26094782,BLIND,7702985,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,632x534,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.6712E+12,16/12/2022 15:07:30,1.6712E+12,1,16/12/2022 16:07:30,13764,4,questionnaire-7tij,,25993092,BLIND,7678349,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x737,,,,The Big Five Inventory (BFI) ,2,No,4,4,4,4,4,4,2,2,3,3,2,2,4,4,2,2,2,2,4,4,4,4,2,2,5,5,4,4,4,4,4,4,3,3,2,2,5,5,4,4,2,2,4,4,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,2,2,4,4,4,4,2,2,3,3,3,3,3,3,2,2,5,5,4,4,2,2,4,4,3,3,4,4,110058
1,1.67052E+12,8/12/2022 16:25,1.67052E+12,0,8/12/2022 16:25,13764,4,questionnaire-7tij,,25793851,BLIND,7632742,,live,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari undefined,1024x1366,1366x917,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:40,1.67051E+12,0,8/12/2022 15:40,13764,4,questionnaire-7tij,,25790712,BLIND,7631968,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1280x800,1246x695,,,,The Big Five Inventory (BFI) ,2,No,5,5,4,4,4,4,2,2,5,5,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,2,2,4,4,4,4,2,2,5,5,4,4,2,2,4,4,4,4,5,5,2,2,4,4,5,5,4,4,2,2,4,4,2,2,4,4,4,4,5,5,2,2,4,4,4,4,5,5,163061
1,1.67051E+12,8/12/2022 15:39,1.67051E+12,0,8/12/2022 15:39,13764,4,questionnaire-7tij,,25790668,BLIND,7631956,,live,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1920x1080,1873x969,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:36,1.67051E+12,0,8/12/2022 15:36,13764,4,questionnaire-7tij,,25790561,BLIND,7631920,,live,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,834x1194,1194x727,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:34,1.67051E+12,0,8/12/2022 15:34,13764,4,questionnaire-7tij,,25790520,BLIND,7631910,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,714x789,,,,The Big Five Inventory (BFI) ,2,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1353512
1,1.67051E+12,8/12/2022 15:33,1.67051E+12,0,8/12/2022 15:33,13764,4,questionnaire-7tij,,25790461,BLIND,7631900,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1470x956,1154x701,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:31,1.67051E+12,0,8/12/2022 15:31,13764,4,questionnaire-7tij,,25790401,BLIND,7631886,,live,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1440x900,1440x781,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:23,1.67051E+12,0,8/12/2022 15:23,13764,4,questionnaire-7tij,,25789950,BLIND,7631785,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x732,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:23,1.67051E+12,0,8/12/2022 15:23,13764,4,questionnaire-7tij,,25789928,BLIND,7631778,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1239x703,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:20,1.67051E+12,0,8/12/2022 15:20,13764,4,questionnaire-7tij,,25789820,BLIND,7631750,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1470x956,1154x758,,,,The Big Five Inventory (BFI) ,2,No,3,3,4,4,2,2,4,4,4,4,3,3,4,4,4,4,3,3,4,4,2,2,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,2,2,4,4,4,4,4,4,3,3,3,3,5,5,3,3,4,4,4,4,3,3,2,2,4,4,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,3,141846
1,1.67051E+12,8/12/2022 15:19,1.67051E+12,0,8/12/2022 15:19,13764,4,questionnaire-7tij,,25789786,BLIND,7631743,,live,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1440x900,1440x781,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:19,1.67051E+12,0,8/12/2022 15:19,13764,4,questionnaire-7tij,,25789752,BLIND,7631729,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1470x956,1470x841,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,3,3,2,2,3,3,4,4,4,4,5,5,2,2,3,3,4,4,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,3,3,2,2,3,3,4,4,4,4,4,4,5,5,3,3,2,2,5,5,4,4,3,3,3,3,4,4,3,3,3,3,2,2,4,4,5,5,5,5,4,4,3,3,157206
1,1.67051E+12,8/12/2022 15:15,1.67051E+12,0,8/12/2022 15:15,13764,4,questionnaire-7tij,,25789658,BLIND,7631701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x937,,,,The Big Five Inventory (BFI) ,2,No,4,4,2,2,4,4,4,4,3,3,4,4,4,4,2,2,4,4,4,4,2,2,3,3,4,4,2,2,4,4,4,4,4,4,2,2,4,4,3,3,4,4,4,4,3,3,2,2,2,2,3,3,2,2,4,4,4,4,4,4,2,2,4,4,2,2,3,3,4,4,3,3,2,2,4,4,4,4,4,4,2,2,4,4,4,4,4,4,152843
1,1.67051E+12,8/12/2022 15:15,1.67051E+12,0,8/12/2022 15:15,13764,4,questionnaire-7tij,,25789633,BLIND,7631694,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x789,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,5,5,4,4,2,2,3,3,4,4,4,4,2,2,5,5,3,3,3,3,3,3,4,4,5,5,2,2,4,4,4,4,5,5,5,5,3,3,4,4,3,3,2,2,2,2,3,3,2,2,4,4,5,5,4,4,4,4,3,3,3,3,2,2,4,4,3,3,3,3,3,3,4,4,4,4,2,2,3,3,5,5,3,3,134208
1,1.67051E+12,8/12/2022 15:14,1.67048E+12,8,8/12/2022 15:14,13764,4,questionnaire-7tij,,25789586,BLIND,7631680,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1470x956,1470x841,,,,The Big Five Inventory (BFI) ,2,No,2,2,4,4,3,3,1,1,2,2,5,5,4,4,4,4,3,3,3,3,2,2,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,2,2,2,2,3,3,1,1,4,4,2,2,4,4,3,3,4,4,3,3,5,5,2,2,4,4,4,4,4,4,3,3,2,2,2,2,3,3,4,4,103836
1,1.67051E+12,8/12/2022 15:12,1.67051E+12,0,8/12/2022 15:12,13764,4,questionnaire-7tij,,25789558,BLIND,7631674,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x686,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:12,1.67051E+12,0,8/12/2022 15:12,13764,4,questionnaire-7tij,,25789544,BLIND,7631672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,1470x840,,,,The Big Five Inventory (BFI) ,2,No,3,3,4,4,2,2,2,2,4,4,2,2,4,4,5,5,2,2,5,5,4,4,4,4,2,2,4,4,4,4,5,5,4,4,5,5,4,4,4,4,2,2,4,4,5,5,3,3,3,3,4,4,2,2,2,2,3,3,4,4,3,3,5,5,2,2,2,2,2,2,5,5,1,1,1,1,2,2,3,3,2,2,3,3,5,5,4,4,344329
1,1.67051E+12,8/12/2022 15:12,1.67051E+12,0,8/12/2022 15:12,13764,4,questionnaire-7tij,,25789542,BLIND,7631671,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x827,,,,The Big Five Inventory (BFI) ,2,No,3,3,2,2,3,3,3,3,5,5,5,5,5,5,5,5,4,4,5,5,3,3,1,1,2,2,3,3,5,5,3,3,5,5,2,2,4,4,5,5,4,4,4,4,2,2,4,4,4,4,2,2,5,5,3,3,2,2,3,3,4,4,5,5,3,3,4,4,4,4,2,2,1,1,2,2,3,3,4,4,2,2,4,4,5,5,3,3,196158
1,1.67051E+12,8/12/2022 15:11,1.67051E+12,0,8/12/2022 15:11,13764,4,questionnaire-7tij,,25789516,BLIND,7631663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1536x864,1490x746,,,,The Big Five Inventory (BFI) ,2,No,3,3,2,2,4,4,5,5,4,4,5,5,4,4,4,4,2,2,5,5,1,1,5,5,4,4,2,2,5,5,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,1,4,4,5,5,5,5,2,2,5,5,5,5,5,5,3,3,4,4,4,4,2,2,1,1,3,3,4,4,3,3,5,5,1,1,1,1,5,5,5,5,373128
1,1.67051E+12,8/12/2022 15:11,1.67051E+12,0,8/12/2022 15:11,13764,4,questionnaire-7tij,,25789504,BLIND,7631661,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1470x956,1197x778,,,,The Big Five Inventory (BFI) ,2,No,3,3,2,2,5,5,2,2,4,4,3,3,3,3,1,1,4,4,5,5,4,4,3,3,5,5,4,4,5,5,5,5,3,3,2,2,3,3,4,4,3,3,2,2,1,1,2,2,4,4,5,5,3,3,5,5,4,4,5,5,3,3,2,2,5,5,5,5,3,3,4,4,1,1,4,4,1,1,4,4,1,1,4,4,2,2,5,5,195147
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789501,BLIND,7631659,,live,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1440x900,1393x781,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789495,BLIND,7631655,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1920x1080,1873x969,,,,The Big Five Inventory (BFI) ,2,No,2,2,1,1,5,5,1,1,5,5,1,1,5,5,3,3,5,5,5,5,5,5,1,1,5,5,1,1,4,4,3,3,4,4,3,3,2,2,4,4,4,4,5,5,4,4,5,5,5,5,3,3,1,1,5,5,2,2,4,4,4,4,5,5,5,5,5,5,3,3,5,5,1,1,5,5,1,1,4,4,4,4,5,5,1,1,3,3,164264
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789490,BLIND,7631651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,1024x1366,1366x917,,,,The Big Five Inventory (BFI) ,2,No,2,2,4,4,3,3,4,4,2,2,5,5,4,4,3,3,2,2,4,4,2,2,2,2,5,5,5,5,4,4,1,1,2,2,3,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,2,2,4,4,4,4,3,3,3,3,4,4,2,2,2,2,4,4,4,4,4,4,3,3,3,3,2,2,2,2,179465
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789486,BLIND,7631650,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,700x581,,,,The Big Five Inventory (BFI) ,2,No,3,3,3,3,5,5,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,3,5,5,3,3,3,3,3,3,4,4,2,2,2,2,2,2,4,4,2,2,3,3,5,5,4,4,4,4,4,4,5,5,3,3,3,3,4,4,3,3,4,4,3,3,4,4,1,1,4,4,4,4,4,4,2,2,4,4,3,3,2,2,3,3,239896
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789477,BLIND,7631647,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,834x1194,1194x727,,,,The Big Five Inventory (BFI) ,2,No,5,5,2,2,4,4,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,4,2,2,2,2,4,4,3,3,4,4,2,2,4,4,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,3,3,4,4,3,3,4,4,2,2,4,4,404474
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789471,BLIND,7631646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1280x569,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,4,4,2,2,2,2,4,4,4,4,2,2,4,4,3,3,4,4,1,1,4,4,3,3,4,4,3,3,4,4,2,2,4,4,3,3,2,2,4,4,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,4,4,3,3,2,2,3,3,3,3,2,2,2,2,4,4,2,2,4,4,4,4,4,4,3,3,184781
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789469,BLIND,7631645,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,4,4,5,5,3,3,2,2,4,4,4,4,1,1,4,4,2,2,1,1,2,2,4,4,4,4,2,2,4,4,5,5,5,5,5,5,2,2,4,4,4,4,2,2,2,2,4,4,3,3,1,1,3,3,5,5,2,2,3,3,3,3,1,1,4,4,2,2,3,3,2,2,5,5,5,5,4,4,2,2,4,4,4,4,309590
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789468,BLIND,7631644,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1280x720,1644x802,,,,The Big Five Inventory (BFI) ,2,No,5,5,2,2,4,4,2,2,3,3,1,1,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,3,3,5,5,2,2,3,3,3,3,1,1,5,5,3,3,2,2,2,2,4,4,4,4,5,5,5,5,5,5,3,3,4,4,3,3,4,4,2,2,5,5,4,4,2,2,2,2,4,4,3,3,4,4,2,2,3,3,414264
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:10,13764,4,questionnaire-7tij,,25789467,BLIND,7631643,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.52,1280x720,1233x609,,,,The Big Five Inventory (BFI) ,2,No,4,4,2,2,5,5,4,4,2,2,3,3,4,4,2,2,2,2,3,3,3,3,2,2,4,4,4,4,3,3,3,3,4,4,2,2,5,5,3,3,3,3,4,4,2,2,2,2,2,2,4,4,3,3,4,4,3,3,2,2,3,3,4,4,4,4,2,2,4,4,3,3,2,2,4,4,5,5,3,3,4,4,4,4,3,3,3,3,305626
1,1.67051E+12,8/12/2022 15:10,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789466,BLIND,7631642,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1074x683,,,,The Big Five Inventory (BFI) ,2,No,3,3,1,1,4,4,1,1,3,3,4,4,4,4,1,1,3,3,2,2,3,3,1,1,4,4,2,2,4,4,4,4,5,5,1,1,3,3,3,3,4,4,5,5,3,3,2,2,2,2,3,3,2,2,4,4,4,4,3,3,4,4,5,5,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,3,4,4,4,4,3,3,2,2,407578
1,1.67051E+12,8/12/2022 15:09,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789463,BLIND,7631640,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1710x1112,1710x990,,,,The Big Five Inventory (BFI) ,2,No,4,4,2,2,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,4,5,5,2,2,4,4,4,4,3,3,4,4,2,2,2,2,4,4,4,4,2,2,5,5,3,3,2,2,3,3,4,4,2,2,4,4,4,4,3,3,2,2,5,5,3,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,2,2,159974
1,1.67051E+12,8/12/2022 15:09,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789461,BLIND,7631639,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1440x900,1440x724,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,4,4,5,5,3,3,2,2,4,4,2,2,3,3,4,4,3,3,2,2,4,4,5,5,3,3,3,3,4,4,1,1,4,4,4,4,2,2,3,3,2,2,2,2,4,4,3,3,3,3,4,4,4,4,4,4,2,2,4,4,4,4,3,3,4,4,4,4,2,2,3,3,4,4,3,3,2,2,4,4,4,4,4,4,272019
1,1.67051E+12,8/12/2022 15:09,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789446,BLIND,7631637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1680x1050,1680x839,,,,The Big Five Inventory (BFI) ,2,No,3,3,3,3,4,4,4,4,4,4,2,2,5,5,2,2,2,2,4,4,3,3,4,4,5,5,5,5,4,4,3,3,4,4,3,3,4,4,3,3,2,2,2,2,4,4,2,2,3,3,4,4,3,3,5,5,4,4,4,4,3,3,3,3,3,3,4,4,2,2,3,3,2,2,3,3,3,3,5,5,2,2,4,4,2,2,4,4,337508
1,1.67051E+12,8/12/2022 15:09,1.67051E+12,0,8/12/2022 15:09,13764,4,questionnaire-7tij,,25789435,BLIND,7631628,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x705,,,,The Big Five Inventory (BFI) ,2,No,3,3,2,2,4,4,1,1,5,5,3,3,3,3,3,3,4,4,5,5,3,3,4,4,5,5,3,3,5,5,5,5,4,4,3,3,2,2,5,5,5,5,1,1,3,3,5,5,5,5,5,5,4,4,4,4,4,4,5,5,3,3,3,3,4,4,5,5,4,4,4,4,4,4,5,5,4,4,5,5,1,1,2,2,4,4,5,5,586210
1,1.67051E+12,8/12/2022 15:08,1.67051E+12,0,8/12/2022 15:08,13764,4,questionnaire-7tij,,25789420,BLIND,7631621,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x820,,,,The Big Five Inventory (BFI) ,2,No,5,5,1,1,3,3,1,1,4,4,1,1,4,4,3,3,4,4,5,5,5,5,5,5,4,4,4,4,2,2,5,5,5,5,2,2,2,2,4,4,1,1,3,3,1,1,4,4,4,4,4,4,2,2,4,4,1,1,5,5,2,2,4,4,4,4,4,4,5,5,5,5,2,2,5,5,3,3,4,4,1,1,5,5,2,2,5,5,293238
1,1.67051E+12,8/12/2022 15:08,1.67051E+12,0,8/12/2022 15:08,13764,4,questionnaire-7tij,,25789412,BLIND,7631617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,652x655,,,,The Big Five Inventory (BFI) ,2,No,2,2,5,5,4,4,2,2,4,4,3,3,2,2,1,1,4,4,5,5,2,2,4,4,4,4,1,1,4,4,5,5,3,3,1,1,2,2,4,4,3,3,4,4,2,2,4,4,4,4,5,5,4,4,2,2,1,1,5,5,2,2,2,2,4,4,4,4,3,3,3,3,5,5,4,4,1,1,4,4,1,1,2,2,3,3,5,5,343998
1,1.6705E+12,8/12/2022 11:14,1.6705E+12,0,8/12/2022 11:14,13764,4,questionnaire-7tij,,25779600,BLIND,7629853,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1280x609,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.6472E+12,13/03/2022 19:22:51,1.6472E+12,0,13/03/2022 19:22:52,13764,4,questionnaire-7tij,,20347563,BLIND,6035191,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x569,,,,The Big Five Inventory (BFI) ,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.64693E+12,10/3/2022 15:41,1.64693E+12,0,10/3/2022 15:41,13764,4,questionnaire-7tij,,20275158,BLIND,6014064,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1280x800,1277x681,,,,The Big Five Inventory (BFI) ,2,No,3,3,2,2,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,4,4,3,3,4,4,2,2,2,2,2,2,4,4,3,3,4,4,5,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,3,3,1,1,5,5,4,4,5,5,321400
1,1.64693E+12,10/3/2022 15:40,1.64693E+12,0,10/3/2022 15:40,13764,4,questionnaire-7tij,,20275141,BLIND,6014056,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 80.0.3987.132,1440x900,1440x789,,,,The Big Five Inventory (BFI) ,2,No,4,4,3,3,3,3,3,3,3,3,2,2,4,4,4,4,2,2,3,3,3,3,1,1,3,3,3,3,3,3,4,4,2,2,2,2,4,4,4,4,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,2,2,2,2,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,232801
1,1.64693E+12,10/3/2022 15:40,1.64693E+12,0,10/3/2022 15:40,13764,4,questionnaire-7tij,,20275123,BLIND,6014049,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 11.1.2,1680x1050,848x891,,,,The Big Five Inventory (BFI) ,2,No,4,4,2,2,3,3,2,2,3,3,3,3,3,3,4,4,4,4,3,3,5,5,2,2,2,2,3,3,2,2,4,4,4,4,4,4,2,2,4,4,2,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,4,4,5,5,3,3,2,2,4,4,4,4,2,2,2,2,3,3,2,2,4,4,4,4,5,5,2,2,345934
